ticker,metric,unit,period,value,raw
PDR,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2024,2.17,2.17
PDR,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q3/2024,2.29,2.29
PDR,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q4/2024,2.58,2.58
PDR,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q1/2025,2.55,2.55
PDR,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2025,2.83,2.83
PDR,Khả năng thanh toán lãi vay,Lần,Q2/2024,2.19,2.19
PDR,Khả năng thanh toán lãi vay,Lần,Q3/2024,2.06,2.06
PDR,Khả năng thanh toán lãi vay,Lần,Q4/2024,7.22,7.22
PDR,Khả năng thanh toán lãi vay,Lần,Q1/2025,1.96,1.96
PDR,Khả năng thanh toán lãi vay,Lần,Q2/2025,2.63,2.63
PDR,Tỷ số Nợ trên Tổng tài sản,%,Q2/2024,51.17,51.17
PDR,Tỷ số Nợ trên Tổng tài sản,%,Q3/2024,51.21,51.21
PDR,Tỷ số Nợ trên Tổng tài sản,%,Q4/2024,52.63,52.63
PDR,Tỷ số Nợ trên Tổng tài sản,%,Q1/2025,51.9,51.9
PDR,Tỷ số Nợ trên Tổng tài sản,%,Q2/2025,51.06,51.06
PDR,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2024,38.02,38.02
PDR,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q3/2024,39.93,39.93
PDR,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q4/2024,46.77,46.77
PDR,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q1/2025,48.05,48.05
PDR,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2025,47.93,47.93
SJS,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2024,1861.04,"1,861.04"
SJS,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q3/2024,1963.12,"1,963.12"
SJS,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q4/2024,2321.52,"2,321.52"
SJS,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q1/2025,2524.88,"2,524.88"
SJS,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2025,2986.4,"2,986.4"
SJS,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2024,24733.0,"24,733"
SJS,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q3/2024,25187.0,"25,187"
SJS,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q4/2024,26260.0,"26,260"
SJS,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q1/2025,26854.0,"26,854"
SJS,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2025,27860.0,"27,860"
SJS,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2024,33.85,33.85
SJS,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q3/2024,35.25,35.25
SJS,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q4/2024,31.88,31.88
SJS,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q1/2025,41.55,41.55
SJS,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2025,33.15,33.15
SJS,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2024,2.55,2.55
SJS,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q3/2024,2.75,2.75
SJS,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q4/2024,2.82,2.82
SJS,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q1/2025,3.91,3.91
SJS,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2025,3.55,3.55
SJS,Tỷ suất lợi nhuận gộp biên,%,Q2/2024,66.26,66.26
SJS,Tỷ suất lợi nhuận gộp biên,%,Q3/2024,54.82,54.82
SJS,Tỷ suất lợi nhuận gộp biên,%,Q4/2024,63.71,63.71
SJS,Tỷ suất lợi nhuận gộp biên,%,Q1/2025,66.46,66.46
SJS,Tỷ suất lợi nhuận gộp biên,%,Q2/2025,73.32,73.32
SJS,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2024,42.61,42.61
SJS,Tỷ suất sinh lợi trên doanh thu thuần,%,Q3/2024,37.05,37.05
SJS,Tỷ suất sinh lợi trên doanh thu thuần,%,Q4/2024,43.9,43.9
SJS,Tỷ suất sinh lợi trên doanh thu thuần,%,Q1/2025,47.05,47.05
SJS,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2025,53.52,53.52
SJS,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2024,1.83,1.83
SJS,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q3/2024,1.66,1.66
SJS,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q4/2024,4.17,4.17
SJS,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q1/2025,2.22,2.22
SJS,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2025,3.32,3.32
SJS,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2024,0.67,0.67
SJS,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q3/2024,0.61,0.61
SJS,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q4/2024,1.56,1.56
SJS,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q1/2025,0.86,0.86
SJS,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2025,1.31,1.31
SJS,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2024,2.05,2.05
SJS,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q3/2024,2.79,2.79
SJS,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q4/2024,2.45,2.45
SJS,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q1/2025,2.2,2.2
SJS,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2025,2.47,2.47
SJS,Khả năng thanh toán lãi vay,Lần,Q2/2024,116.39,116.39
SJS,Khả năng thanh toán lãi vay,Lần,Q3/2024,0.0,0
SJS,Khả năng thanh toán lãi vay,Lần,Q4/2024,0.0,0
SJS,Khả năng thanh toán lãi vay,Lần,Q1/2025,-2.73,-2.73
SJS,Khả năng thanh toán lãi vay,Lần,Q2/2025,0.0,0
SJS,Tỷ số Nợ trên Tổng tài sản,%,Q2/2024,63.56,63.56
SJS,Tỷ số Nợ trên Tổng tài sản,%,Q3/2024,63.22,63.22
SJS,Tỷ số Nợ trên Tổng tài sản,%,Q4/2024,62.04,62.04
SJS,Tỷ số Nợ trên Tổng tài sản,%,Q1/2025,60.9,60.9
SJS,Tỷ số Nợ trên Tổng tài sản,%,Q2/2025,60.15,60.15
SJS,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2024,36.37,36.37
SJS,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q3/2024,20.69,20.69
SJS,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q4/2024,19.11,19.11
SJS,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q1/2025,16.98,16.98
SJS,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2025,24.64,24.64
VHM,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2024,5340.53,"5,340.53"
VHM,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q3/2024,4690.91,"4,690.91"
VHM,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q4/2024,7176.39,"7,176.39"
VHM,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q1/2025,7695.53,"7,695.53"
VHM,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2025,7039.05,"7,039.05"
VHM,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2024,47489.0,"47,489"
VHM,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q3/2024,49597.0,"49,597"
VHM,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q4/2024,53670.0,"53,670"
VHM,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q1/2025,54389.0,"54,389"
VHM,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2025,56145.0,"56,145"
VHM,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2024,7.05,7.05
VHM,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q3/2024,9.12,9.12
VHM,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q4/2024,5.57,5.57
VHM,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q1/2025,6.67,6.67
VHM,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2025,10.9,10.9
VHM,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2024,0.79,0.79
VHM,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q3/2024,0.86,0.86
VHM,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q4/2024,0.75,0.75
VHM,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q1/2025,0.94,0.94
VHM,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2025,1.37,1.37
VHM,Tỷ suất lợi nhuận gộp biên,%,Q2/2024,29.46,29.46
VHM,Tỷ suất lợi nhuận gộp biên,%,Q3/2024,29.26,29.26
VHM,Tỷ suất lợi nhuận gộp biên,%,Q4/2024,36.08,36.08
VHM,Tỷ suất lợi nhuận gộp biên,%,Q1/2025,32.86,32.86
VHM,Tỷ suất lợi nhuận gộp biên,%,Q2/2025,23.78,23.78
VHM,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2024,37.6,37.6
VHM,Tỷ suất sinh lợi trên doanh thu thuần,%,Q3/2024,26.95,26.95
VHM,Tỷ suất sinh lợi trên doanh thu thuần,%,Q4/2024,42.56,42.56
VHM,Tỷ suất sinh lợi trên doanh thu thuần,%,Q1/2025,16.89,16.89
VHM,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2025,43.89,43.89
VHM,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2024,5.35,5.35
VHM,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q3/2024,3.72,3.72
VHM,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q4/2024,5.29,5.29
VHM,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q1/2025,1.21,1.21
VHM,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2025,3.33,3.33
VHM,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2024,2.25,2.25
VHM,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q3/2024,1.54,1.54
VHM,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q4/2024,2.13,2.13
VHM,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q1/2025,0.48,0.48
VHM,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2025,1.24,1.24
VHM,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2024,1.11,1.11
VHM,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q3/2024,1.23,1.23
VHM,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q4/2024,0.99,0.99
VHM,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q1/2025,1.09,1.09
VHM,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2025,1.37,1.37
VHM,Khả năng thanh toán lãi vay,Lần,Q2/2024,9.36,9.36
VHM,Khả năng thanh toán lãi vay,Lần,Q3/2024,8.18,8.18
VHM,Khả năng thanh toán lãi vay,Lần,Q4/2024,7.24,7.24
VHM,Khả năng thanh toán lãi vay,Lần,Q1/2025,2.05,2.05
VHM,Khả năng thanh toán lãi vay,Lần,Q2/2025,4.24,4.24
VHM,Tỷ số Nợ trên Tổng tài sản,%,Q2/2024,58.18,58.18
VHM,Tỷ số Nợ trên Tổng tài sản,%,Q3/2024,58.84,58.84
VHM,Tỷ số Nợ trên Tổng tài sản,%,Q4/2024,60.69,60.69
VHM,Tỷ số Nợ trên Tổng tài sản,%,Q1/2025,60.21,60.21
VHM,Tỷ số Nợ trên Tổng tài sản,%,Q2/2025,64.95,64.95
VHM,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2024,34.11,34.11
VHM,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q3/2024,33.42,33.42
VHM,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q4/2024,36.88,36.88
VHM,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q1/2025,39.37,39.37
VHM,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2025,39.18,39.18
VIC,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2024,954.68,954.68
VIC,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q3/2024,2492.34,"2,492.34"
VIC,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q4/2024,3055.29,"3,055.29"
VIC,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q1/2025,2808.89,"2,808.89"
VIC,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2025,3536.7,"3,536.7"
VIC,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2024,42462.0,"42,462"
VIC,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q3/2024,42958.0,"42,958"
VIC,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q4/2024,40149.0,"40,149"
VIC,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q1/2025,41178.0,"41,178"
VIC,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2025,40896.0,"40,896"
VIC,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2024,42.49,42.49
VIC,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q3/2024,16.6,16.6
VIC,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q4/2024,13.08,13.08
VIC,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q1/2025,20.36,20.36
VIC,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2025,26.7,26.7
VIC,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2024,0.97,0.97
VIC,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q3/2024,0.98,0.98
VIC,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q4/2024,1.01,1.01
VIC,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q1/2025,1.41,1.41
VIC,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2025,2.34,2.34
VIC,Tỷ suất lợi nhuận gộp biên,%,Q2/2024,19.76,19.76
VIC,Tỷ suất lợi nhuận gộp biên,%,Q3/2024,20.8,20.8
VIC,Tỷ suất lợi nhuận gộp biên,%,Q4/2024,15.33,15.33
VIC,Tỷ suất lợi nhuận gộp biên,%,Q1/2025,22.85,22.85
VIC,Tỷ suất lợi nhuận gộp biên,%,Q2/2025,6.3,6.3
VIC,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2024,1.58,1.58
VIC,Tỷ suất sinh lợi trên doanh thu thuần,%,Q3/2024,3.21,3.21
VIC,Tỷ suất sinh lợi trên doanh thu thuần,%,Q4/2024,1.81,1.81
VIC,Tỷ suất sinh lợi trên doanh thu thuần,%,Q1/2025,2.67,2.67
VIC,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2025,4.89,4.89
VIC,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2024,-2.13,-2.13
VIC,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q3/2024,3.24,3.24
VIC,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q4/2024,1.27,1.27
VIC,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q1/2025,4.48,4.48
VIC,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2025,-0.37,-0.37
VIC,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2024,-0.48,-0.48
VIC,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q3/2024,0.7,0.7
VIC,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q4/2024,0.25,0.25
VIC,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q1/2025,0.84,0.84
VIC,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2025,-0.06,-0.06
VIC,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2024,0.82,0.82
VIC,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q3/2024,0.9,0.9
VIC,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q4/2024,0.78,0.78
VIC,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q1/2025,0.84,0.84
VIC,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2025,1.04,1.04
VIC,Khả năng thanh toán lãi vay,Lần,Q2/2024,1.74,1.74
VIC,Khả năng thanh toán lãi vay,Lần,Q3/2024,1.84,1.84
VIC,Khả năng thanh toán lãi vay,Lần,Q4/2024,1.8,1.8
VIC,Khả năng thanh toán lãi vay,Lần,Q1/2025,2.21,2.21
VIC,Khả năng thanh toán lãi vay,Lần,Q2/2025,1.47,1.47
VIC,Tỷ số Nợ trên Tổng tài sản,%,Q2/2024,77.52,77.52
VIC,Tỷ số Nợ trên Tổng tài sản,%,Q3/2024,79.25,79.25
VIC,Tỷ số Nợ trên Tổng tài sản,%,Q4/2024,81.71,81.71
VIC,Tỷ số Nợ trên Tổng tài sản,%,Q1/2025,80.87,80.87
VIC,Tỷ số Nợ trên Tổng tài sản,%,Q2/2025,83.55,83.55
VIC,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2024,137.0,137
VIC,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q3/2024,129.0,129
VIC,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q4/2024,146.0,146
VIC,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q1/2025,157.38,157.38
VIC,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2025,175.85,175.85
VPI,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2024,807.21,807.21
VPI,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q3/2024,1065.23,"1,065.23"
VPI,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q4/2024,1233.76,"1,233.76"
VPI,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q1/2025,1325.59,"1,325.59"
VPI,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2025,1186.72,"1,186.72"
VPI,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2024,16791.0,"16,791"
VPI,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q3/2024,14372.0,"14,372"
VPI,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q4/2024,15863.0,"15,863"
VPI,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q1/2025,16324.0,"16,324"
VPI,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2025,16311.0,"16,311"
VPI,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2024,72.22,72.22
VPI,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q3/2024,54.82,54.82
VPI,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q4/2024,48.47,48.47
VPI,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q1/2025,43.68,43.68
VPI,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2025,44.91,44.91
VPI,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2024,3.47,3.47
VPI,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q3/2024,4.06,4.06
VPI,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q4/2024,3.77,3.77
VPI,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q1/2025,3.55,3.55
VPI,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2025,3.27,3.27
VPI,Tỷ suất lợi nhuận gộp biên,%,Q2/2024,19.95,19.95
VPI,Tỷ suất lợi nhuận gộp biên,%,Q3/2024,17.14,17.14
VPI,Tỷ suất lợi nhuận gộp biên,%,Q4/2024,12.93,12.93
VPI,Tỷ suất lợi nhuận gộp biên,%,Q1/2025,23.2,23.2
VPI,Tỷ suất lợi nhuận gộp biên,%,Q2/2025,27.75,27.75
VPI,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2024,16.37,16.37
VPI,Tỷ suất sinh lợi trên doanh thu thuần,%,Q3/2024,12.87,12.87
VPI,Tỷ suất sinh lợi trên doanh thu thuần,%,Q4/2024,13.5,13.5
VPI,Tỷ suất sinh lợi trên doanh thu thuần,%,Q1/2025,57.17,57.17
VPI,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2025,3.69,3.69
VPI,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2024,0.59,0.59
VPI,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q3/2024,2.67,2.67
VPI,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q4/2024,2.24,2.24
VPI,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q1/2025,2.73,2.73
VPI,Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),%,Q2/2025,0.13,0.13
VPI,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2024,0.2,0.2
VPI,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q3/2024,0.95,0.95
VPI,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q4/2024,0.92,0.92
VPI,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q1/2025,1.18,1.18
VPI,Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),%,Q2/2025,0.05,0.05
VPI,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2024,2.03,2.03
VPI,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q3/2024,2.06,2.06
VPI,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q4/2024,2.83,2.83
VPI,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q1/2025,3.29,3.29
VPI,Tỷ số thanh toán hiện hành (ngắn hạn),Lần,Q2/2025,2.38,2.38
VPI,Khả năng thanh toán lãi vay,Lần,Q2/2024,1.75,1.75
VPI,Khả năng thanh toán lãi vay,Lần,Q3/2024,5.99,5.99
VPI,Khả năng thanh toán lãi vay,Lần,Q4/2024,9.63,9.63
VPI,Khả năng thanh toán lãi vay,Lần,Q1/2025,8.9,8.9
VPI,Khả năng thanh toán lãi vay,Lần,Q2/2025,16.19,16.19
VPI,Tỷ số Nợ trên Tổng tài sản,%,Q2/2024,65.54,65.54
VPI,Tỷ số Nợ trên Tổng tài sản,%,Q3/2024,63.03,63.03
VPI,Tỷ số Nợ trên Tổng tài sản,%,Q4/2024,54.44,54.44
VPI,Tỷ số Nợ trên Tổng tài sản,%,Q1/2025,58.71,58.71
VPI,Tỷ số Nợ trên Tổng tài sản,%,Q2/2025,60.27,60.27
VPI,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2024,153.05,153.05
VPI,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q3/2024,136.39,136.39
VPI,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q4/2024,89.6,89.6
VPI,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q1/2025,113.9,113.9
VPI,Tỷ số Nợ vay trên Vốn chủ sở hữu,%,Q2/2025,117.47,117.47
VRE,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2024,1975.17,"1,975.17"
VRE,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q3/2024,1794.62,"1,794.62"
VRE,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q4/2024,1802.47,"1,802.47"
VRE,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q1/2025,1844.2,"1,844.2"
VRE,Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),VNĐ,Q2/2025,1937.4,"1,937.4"
VRE,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2024,17573.0,"17,573"
VRE,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q3/2024,17972.0,"17,972"
VRE,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q4/2024,18449.0,"18,449"
VRE,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q1/2025,18967.0,"18,967"
VRE,Giá trị sổ sách của cổ phiếu (BVPS),VNĐ,Q2/2025,19565.0,"19,565"
VRE,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2024,10.35,10.35
VRE,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q3/2024,10.64,10.64
VRE,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q4/2024,9.51,9.51
VRE,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q1/2025,10.38,10.38
VRE,Chỉ số giá thị trường trên thu nhập (P/E),Lần,Q2/2025,12.72,12.72
VRE,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2024,1.16,1.16
VRE,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q3/2024,1.06,1.06
VRE,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q4/2024,0.93,0.93
VRE,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q1/2025,1.01,1.01
VRE,Chỉ số giá thị trường trên giá trị sổ sách (P/B),Lần,Q2/2025,1.26,1.26
VRE,Tỷ suất lợi nhuận gộp biên,%,Q2/2024,48.79,48.79
VRE,Tỷ suất lợi nhuận gộp biên,%,Q3/2024,52.43,52.43
VRE,Tỷ suất lợi nhuận gộp biên,%,Q4/2024,56.46,56.46
VRE,Tỷ suất lợi nhuận gộp biên,%,Q1/2025,56.4,56.4
VRE,Tỷ suất lợi nhuận gộp biên,%,Q2/2025,55.18,55.18
VRE,Tỷ suất sinh lợi trên doanh thu thuần,%,Q2/2024,41.21,41.21
VRE,Tỷ suất sinh lợi trên doanh thu thuần,%,Q3/2024,43.62,43.62
